ComID,Committee,ComShort,cat1,cat2,totspend,totspendout,IE,givingtot,topac,todem,torep,toballot,receivedtot,frompac,fromdem,fromrep,fromother
30025,Minn AFL-CIO,MN AFL-CIO,pac,labor,770729.54,562956.8,265081.8,505647.7,207772.7,277875,,20000,1319325.6,734603.7,300,,584421.8
30561,North Central States Carpenters PAC,N Central St Carpenters,pac,labor,680014.93,654285.1,22638.6,657376.4,25729.9,545316.5,85830,500,19261.1,17811.1,,,
70004,Minn Business Partnership PAC,MN Bus Partnership,pac,biz,674392.61,349392.6,168192.6,506200,325000,2250,178950,,722245,25000,,10000,687245
30555,Prairie Island Indian Community PAC,Prairie Island Indian,pac,indian,649179,648179,,649179,1000,464679,183500,,560000,,,,560000
30058,International Union of Operating Engineers,Intl Union Op Engineers,pac,labor,615642.78,499125.3,6049.4,609593.3,116517.5,486725.9,5850,500,148780.5,7816.2,250,,140714.3
30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),Faegre Baker Daniels,pac,lawyers,601637.5,573687.5,,601637.5,27950,311187.5,241500,,635907.9,,,,635907.9
70001,Minn Chamber of Commerce Leadership Fd,MN Chamber,pac,biz,580723.57,223523.6,110173.6,470550,357200,1450,111900,,859960,47279.2,,,812680.8
40404,IBEW Minn State Council PAC,IBEW,pac,labor,543906.39,280501,4176,539730.4,263405.4,276325,,,542125,,,,542125
30230,Lockridge Grindal Nauen PLLP State Pol Fnd,Lockridge Grindal Nauen,pac,lawyers,502285.58,498285.6,,502285.6,4000,302640.9,167584.3,28060.3,553870,,,250,553620
30119,IBEW Local 292 Political Education Fund,IBEW Local 292,pac,labor,477259.87,414159.9,1785.6,475474.3,63100,401874.3,500,10000,466208.4,,,,466208.4
80026,Minn Assoc of Professional Employees Political Fund,MAPE2,pac,labor,434944.88,216984.9,33984.9,400960,217960,143000,,40000,294066.5,,,,294066.5
30270,MAPE-PAC,MAPE1,pac,labor,415352.7,361585,3585,411767.7,53767.7,357750,250,,119398,1500,,,117898
30093,SEIU Healthcare Minn (fka SEIU Local 113),SEIU Healthcare,pac,labor,394938.23,96961.4,15008.3,379929.9,297976.9,69293,,12660.1,302759.2,11795.3,350,,290613.9
30225,TRIAL-PAC,TRIAL PAC,pac,lawyers,390513.17,358913.2,1251.3,389261.9,31600,307036.9,49375,750,410213.6,38000,2400,,369813.6
30636,TakeAction Political Fund,TakeAction,pac,ie,389811.98,389812,38439.3,351372.7,,,,351372.7,836663.2,9500,,,826513.2
70006,Minn Realtors Political Action Committee,MN Realtors,pac,biz,380495.43,379995.4,13945.4,366550,500,181050,185000,,325044.3,,,,325044.3
40940,MOHPA PAC,MOHPA,pac,biz,349069.76,348819.8,5669.8,343400,250,132700,210450,,341825,2000,,,339825
30011,Minneapolis Regional Labor Federation,Mpls Reg Labor,pac,labor,343185.3,328685.3,32013.3,311172,14500,285622,800,10250,590589.4,126956,8572,,455061.4
30654,Public Safety Matters Campaign,Pub Safety Matters,pac,ie,277239.21,277239.2,277239.2,,,,,,307150,92500,,,214650
30623,Working America Minn Political Committee,Working America MN,pac,ie,272370.42,272370.4,272370.4,,,,,,487875.4,304207.2,,,183668.2
40038,"CAR, Committee of Automotive Retailers",CAR,pac,biz,266105.29,235750,,266105.3,30355.3,126400,108350,,272906,,,,272906
30124,Multi Housing Political Action Committee,Multi Housing,pac,biz,264850,263450,,264850,1400,130025,133425,,304276.3,10000,,,294276.3
30060,Minn State Council of UNITE HERE Unions,UNITE HERE,pac,labor,256553.59,215850,,256553.6,40703.6,212850,,3000,188900,37500,,,151400
40714,Minn Hospital PAC,MN Hospital,pac,biz,225832.58,221932.6,12932.6,212900,3900,121900,87100,,212533,15825,,,196708
30031,Minneapolis Firefighters Fraternal Assn (fka Relief Assn Pol Fund),Mpls Firefighters,pac,labor,221862.21,215862.2,3607.2,218255,6000,140705,71550,,21250,,,,21250
30116,Dorsey Political Fund,Dorsey,pac,lawyers,218203.65,204385.7,,218203.7,13818,104825,85952.8,,233821,,,,233821
30013,Joint Council 32 DRIVE,Joint Council 32 DRIVE,pac,labor,216610,156910,,216610,59700,155610,1100,,1458592.7,447031.5,,,1011561.2
30258,RKM&C Fund,RKM&C Fund,pac,lawyers,216342.43,181842.4,,216342.4,34500,125175,6500,10917.4,221409.5,,2461.1,,218948.4
30594,Boilermakers 647 Political Action Fund,Boilermakers 647,pac,labor,212587.5,201587.5,,212587.5,11000,200837.5,,750,53535,,,,53535
41049,State Fund for Economic Growth LLC,State Fund Econ Growth,pac,ie,200000,0,,200000,200000,,,,250050,,,,250050
30316,IBEW 110 PAC,IBEW 110 PAC,pac,labor,197183.72,113625.7,,197183.7,83558,111475.7,800,1350,,,,,
30629,Impact Minnesota Political Fund,Impact MN,pac,ie,192535.97,192536,192536,,,,,,190951.8,29500,,,161451.8
80023,Teamsters Local 120 DRIVE,Teamsters Local 120,pac,labor,192146,185396,,192146,6750,178596,4300,,328797.1,328797.1,,,
70005,Minn CPAs Public Affairs Committee,MN CPAs,pac,biz,187150,187150,,187150,,91400,95750,,284406.4,17177.8,,,267228.6
30007,Minneapolis Municipal Retirement Assoc,Mpls Mun Retirement,pac,,187000,185500,,187000,1500,121500,64000,,,,,,
80008,Conservation Minnesota Voter Fund,Conservation MN,pac,,179496.9,179496.9,138850.8,40646.1,,30310,3950,6386.1,444217,,,,444217
30022,Local 59 Political Fund,Local 59,pac,labor,178630,161700,,178630,16930,159600,1600,500,213374.2,,,,213374.2
40847,Emilys List - Minn,Emilys List MN,pac,,175788.42,167288.4,,175788.4,8500,167288.4,,,95025.1,,,,95025.1
30018,Minn Dental Political Action Committee,MN Dental,pac,,166400.5,162900.5,,166400.5,3500,78475.5,84425,,9198,,,,9198
30274,Beer PAC-Minn Beer Wholesalers Assoc,Beer PAC,pac,,166080,165580,,166080,500,85450,80130,,177941.2,,,,177941.2
30608,MN State Bldg & Construction Trades Cncl Pol Fund,MN State Bld & Constr,pac,labor,162194.44,153194.4,20538.5,141656,9000,130356,2300,,208242.9,22922.4,,,185320.4
30628,"Planned Parenthood Minnesota, North Dakota, South Dakota Action Fund",Planned Parenthood,pac,ie,159797.43,154797.4,154797.4,5000,5000,,,,167925.4,,,,167925.4
30308,IFO Political Action Committee Fund (Inter Faculty Organization),Inter Faculty Org,pac,,153160.72,150460.7,1270.7,151890,2700,135740,13450,,163513.7,,,,163513.7
40756,Minn TruckPAC (fka Minn Trucking Assn State PAC),MN Truck,pac,biz,151300.88,121050.9,24725.9,126575,30250,35900,60425,,174228,,,,174228
30611,IUPAT Political Action Together Pol Committee,IUPAT,pac,labor,146201,118950,,146201,27251,118950,,,1092679.8,,,,1092679.8
40933,Putting Minnesota First,Putting MN First,pac,ie,140850.48,140850.5,140850.5,,,,,,183989,130036.4,2952.6,,51000
40751,Minn Bank State PAC,MN Bank,pac,biz,136300,105300,,136300,31000,32350,72950,,110220,,,,110220
30242,Leonard Street and Deinard PAC,Leonard Street & Deinard,pac,lawyers,134450,119750,,134450,14700,69625,49125,,161930,,,,161930
30631,HRC Equality Votes Minnesota,HRC Equality,pac,ie,130430.11,430.1,430.1,130000,130000,,,,131032.7,,,,131032.7
41050,Vote Racino Now Committee,Vote Racino Now,pac,ie,121761.36,121761.4,121761.4,,,,,,155565.2,,,,155565.2
30588,Sheet Metal Workers PAC 10,Sheet Metal Workers,pac,labor,120689.56,119065,,120689.6,1624.6,118415,650,,57000,,,,57000
30108,MTA PAC (fka SITCO PAC),MTA,pac,biz,119975,119975,,119975,,54025,65950,,113130,,,,113130
40786,Messerli & Kramer Political Action Comm,Messerli & Kramer,pac,lawyers,118560,115460,,118560,3100,71010,44450,,153700,,,,153700
70026,Take Action PAC,Take Action,pac,prodfl,116374.88,109302.9,92946.5,23428.4,7072,8919.4,,7437,276255.4,204345.4,10060,,61850
30325,St Paul Pipefitters Local 455 PAC,St Paul Pipefitters,pac,labor,114717,107340,,114717,7377,106840,500,,47695.3,,,,47695.3
30632,Minnesota - America Votes,MN-America Votes,pac,ie,109432.93,109432.9,109432.9,,,,,,186984.7,,,,186984.7
30092,Iron Workers Local 512,Iron Workers Local 512,pac,labor,108014,98600,,108014,9414,98600,,,45000,,,,45000
30138,CARE / PAC,CARE/PAC,pac,biz,107525,107525,,107525,,53575,53950,,54570.7,,,,54570.7
41001,UFCW Active Ballot Club,,pac,labor,107350,107350,,107350,,107350,,,,,,,
30550,Suburban School Emp Local 284 Pol Act Fund,Suburban Sch Local 284,pac,labor,106936.91,15960.5,,106936.9,90976.4,10548,,5412.5,35049.4,12049.4,,,23000
30315,Fond du Lac Committee of Political Ed,Fond du Lac,pac,indian,106600,106600,,106600,,62650,43950,,99550,,,,99550
40045,Committee of Thirteen Legislative Fund,,pac,labor,105430,105305,,105430,125,103205,2100,,,,,,
40745,United Steelworkers District 11 Non-Federal Acct,United Steelworkers,pac,labor,104000,77000,,104000,27000,77000,,,247244.3,4734.3,,,242510
40036,MEDPAC Minn Medical Political Action Comm,MEDPAC,pac,biz,102130,102130,4880,97250,,55750,41500,,262126.6,,,,262126.6
40877,Xcel Energy Employees PAC (fka Power PAC),Xcel,pac,biz,100890,100890,,100890,,44240,56650,,112161.7,,,,112161.7
30656,National Assn of Realtors Fund,Natl Assn Realtors,pac,ie,95179.55,95179.6,95179.6,,,,,,95179.6,,,,95179.6
30331,IBEW - COPE,IBEW COPE,pac,labor,93500,93500,,93500,,88500,,5000,444584.9,158193,,,286391.9
30019,UTU PAC-MN,UTU,pac,labor,92975,92275,,92975,700,91825,450,,54675.1,,,,54675.1
30192,Saint Paul Teachers Pension PAC,St Paul Teachers Pension,pac,labor,91950,90950,,91950,1000,54500,36450,,64310,,,,64310
41023,North Star SFAA-PAC,North Star SFAA,pac,,91905,89655,2605,89300,2250,22750,64300,,165562.5,,,,165562.5
80021,CWA COPE PCC,CWA COPE,pac,labor,85100,39000,,85100,46100,39000,,,148980.5,,,,148980.5
30064,Local 28 Political Fund,Local 28,pac,labor,83500,60800,,83500,22700,60800,,,25829,,,,25829
30218,Hospitality Political Action Committee,Hospitality PAC,pac,,82662,59162,,82662,23500,15012,44150,,206690,,,,206690
30602,SEIU Local 26 Political Fund,SEIU Local,pac,labor,81852.47,15745,,81852.5,66107.5,15745,,,83994.1,65964.2,,,18029.9
40295,Friends of DFL Women,Friends of DFL Women,pac,prodfl,80550,80050,,80550,500,80050,,,82020,47475,1020,,33525
80012,Planned Parenthood of Minn Pol Action Fund,Planned Parenthood 2,pac,,79988.7,60088.7,60088.7,19900,19900,,,,105890,,,,105890
30224,CUVOL,CUVOL,pac,,79670,78920,,79670,750,41420,37500,,26792.2,,,,26792.2
40248,Independent Community Bankers of Minn PAC,Ind Cmty Bankers,pac,biz,78855,78855,,78855,,22855,56000,,185640.4,,,,185640.4
40238,Rural Electric Political Action Comm,,pac,,78571.4,78321.4,,78571.4,250,36150,42171.4,,,,,,
30599,Minn Pipe Trades Assn PAC Fund,MN Pipe Trades,pac,labor,76708.66,72007.3,,76708.7,4701.4,60757.3,11250,,69877.6,14568.4,,,55309.1
30293,MAFMIC Political Action Committee,,pac,,75310,75310,,75310,,15275,59835,,35120,,,,35120
70047,ACEC/MN Political Action Committee,,pac,,74918.11,74918.1,,74918.1,,36268.1,38650,,85354.2,,,,85354.2
30174,United Food & Commerical Workers Council 6,,pac,labor,73706,73706,,73706,,73206,500,,24506.7,,,,24506.7
30635,Housing First,Housing First,pac,ie,72756.41,55256.4,55256.4,17500,17500,,,,86906.6,,,,86906.6
30239,Pipe Fitters Local 539,,pac,labor,71888.07,68647,,71888.1,3241.1,67897,750,,40673.3,,,,40673.3
40275,Public Emp Pension Serv Assn (PEPSA) Pol Fund,,pac,,70765,70515,,70765,250,39840,30675,,16403.1,,,,16403.1
30085,Police Officers Fed of Mpls Contingency Fund,Police Fed of Mpls,pac,labor,70750,70750,,70750,,36000,32500,,117000,,,,117000
30128,Minneapolis Police Relief Assoc,Mpls Police Relief,pac,labor,68856.59,67356.6,3606.6,65250,1500,44450,19300,,47888,,,,47888
30190,MCCL State Pac,MCCL,pac,issue,65999.53,65999.5,60057.5,5942.1,,,5942.1,,45404.1,,,,45404.1
30563,Bois Forte Political Education Fund,Bois Forte,pac,indian,65100,63100,,65100,2000,56100,7000,,56800,,,,56800
70013,TwinWest Chamber of Commerce PAC,TwinWest Chamber,pac,biz,64638.29,23817.6,9817.6,54820.7,40820.7,1250,12750,,77335,1100,,,76235
40019,Food PAC of Minn,Food PAC,pac,,64275,64025,,64275,250,19250,44775,,77500,,,,77500
40991,FEAPAC - MINN,FEAPAC,pac,,63302.5,60302.5,,63302.5,3000,25550,33052.5,,76967.5,,,,76967.5
40821,Pine Bend PAC,Pine Bend,pac,,62220,62220,,62220,,26570,35650,,84275,,,,84275
30111,Minn Chiropractic Political Action Comm,MN Chiropractic,pac,biz,62212.5,61712.5,,62212.5,500,40562.5,21150,,82219,,,,82219
40094,IBEW Local #31 Volunteer COPE Fund,IBEW Local #31,pac,labor,60595,13980,,60595,46615,13980,,,28909.1,,,,28909.1
40825,GREAT (Great River Energy Action Team-State),,pac,biz,60000,59500,,60000,500,37750,21750,,85645.5,,,,85645.5
40268,womenwinning State PAC,womenwinning,pac,prodfl,59900,59900,4000,55900,,55900,,,535494,15675,13687.5,,506131.5
30557,NAIOP Economic Growth Fund,NAIOP Econ Growth,pac,biz,59750,16750,,59750,43000,2000,14750,,60553,1250,,,59303
70035,NRA Political Victory Fund,,pac,,59705.85,59705.9,58705.9,1000,,500,500,,,,,,
41021,VOICES of Conservative Women State PAC (VOICESPAC),VOICES Conservative Women,pac,prorpm,59204.39,56204.4,45682.7,13521.7,3000,,10521.7,,104133.9,1750,,4300,98083.9
40789,Minn Power PAC,MN Power,pac,,58780,54630,,58780,4150,29255,25375,,80492,,,,80492
30098,Minn Professional Fire Fighters PAC,MN Prof Fire Fighters,pac,labor,58176.67,51976.7,,58176.7,6200,41026.7,10950,,68533.2,,,,68533.2
40666,Minn Manufactured Home PAC,MN Manufactured Home,pac,,57120,56920,,57120,200,28720,28200,,59027,,,,59027
30123,Minneapolis Retired Police Assoc Political Fund,Mpls Retired Police,pac,labor,53975,53725,,53975,250,36375,17350,,40000,,,,40000
70022,Minn Soybean PAC,MN Soybean,pac,biz,53325,53325,,53325,,22150,31175,,24726,,,,24726
30127,Minn Cable Comm Assoc - PAC,MN Cable Comm,pac,,52745,52745,,52745,,26995,25750,,52725,,,,52725
40069,Northwest Petroleum NPPAC,,pac,,52620,52320,,52620,300,23520,28800,,,,,,
30606,UNITE HERE TIP State and Local Fund-MN,UNITE HERE,pac,labor,52500,15000,,52500,37500,15000,,,7994955.5,,,,7994955.5
30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),IBEW Local 343,pac,labor,51710.88,7850,,51710.9,43860.9,7850,,,36850,,,,36850
30584,Best & Flanagan Political Fund,Best & Flanagan,pac,,51537.5,49587.5,,51537.5,1950,33037.5,15350,500,71715.8,,,,71715.8
40098,Road PAC of Minn,Road PAC,pac,,50798.22,40798.2,23135,27663.3,10000,13338.3,4325,,70050.3,5375.3,,,64675
30587,Goff Public PAC,Goff Public,pac,,50550,47550,,50550,3000,21550,26000,,55031.7,,,500,54531.7
